Job_Title,Job_Description,CompanyName,CompanyLocation,CompanyType,CompanySize,PostedDate,JobType,LocationType,JobLink,_recordedDate (-06:00 GMT),User Language,Job_Title - Topics,Job_Title - Parent Topics,CompanyType - Topics,CompanyType - Parent Topics,CompanyLocation - Topics,CompanyLocation - Parent Topics,PostedDate - Topics,PostedDate - Parent Topics,LocationType - Topics,LocationType - Parent Topics,JobType - Topics,JobType - Parent Topics,CompanySize - Topics,CompanySize - Parent Topics,JobLink - Topics,JobLink - Parent Topics,CompanyName - Topics,CompanyName - Parent Topics,Job_Description - Topics,Job_Description - Parent Topics,CompanyName - Topic Hierarchy Level 1,LocationType - Topic Hierarchy Level 1,CompanyType - Topic Hierarchy Level 1,CompanySize - Topic Hierarchy Level 1,Job_Description - Topic Hierarchy Level 1,JobLink - Topic Hierarchy Level 1,JobType - Topic Hierarchy Level 1,Job_Title - Topic Hierarchy Level 1,CompanyLocation - Topic Hierarchy Level 1,PostedDate - Topic Hierarchy Level 1
Blockchain Architect,"Full job description
Overview
Full time (40h/week) with home office possibility

A current CV is sufficient. We look forward to receiving your application.
Tasks
Design and implement blockchain solutions, integrating them into our existing trading systems.
Lead the development of smart contracts and the implementation of decentralized applications (dApps).
Work with cross-functional teams to ensure seamless integration of blockchain technology.
Provide technical leadership in blockchain projects.
Stay up to date with the latest blockchain technologies and trends.
Ensure all blockchain solutions meet security, compliance, and regulatory requirements.
Develop and document technical specifications.
Mentor and support team members in blockchain technology and related areas.
Your profile
Solid experience in blockchain technology and architecture, preferably in the financial services sector.
Strong knowledge in one or more blockchain platforms, such as Ethereum, Polygon or others.
Experience with smart contracts and dApp development.
Proficient in Solidity
Familiarity with blockchain security practices.
Strong analytical and problem-solving skills.
Excellent communication and collaboration abilities.
A passion for blockchain technology and its potential in the financial industry.
Why us?
Impact : At 21X you can make a difference. Take your chance to help shape the world of finance with your skills
Growth : You have the opportunity to be part of a rapidly growing company with great opportunities for further training and advancement
Appreciation : We welcome your experience and skills – 21X is always open to your suggestions and ideas
Responsibility : Take responsibility and set your own goals to be able to use your full potential
Flexibility : Whether Early Bird or Night Owl - find your ideal working rhythm
About us
21X is a Frankfurt-based fintech at the forefront of revolutionizing capital markets through the use of blockchain technology for the trading and settlement of digital securities.

In December 2024 we secured our license to launch and operate a ground-breaking DLT trading and settlement system (DLT TSS) trading venue, a milestone that positions the company as a leader in the transition to digital finance.

21X is ideally positioned to enable smart contract-based issuance, trading and settlement of tokenized stocks, bonds and funds, offering unparalleled transparency, efficiency and security.

The exchange 21X was launched in September 2025, bringing the future of capital markets to life.

We are a highly motivated global team of experts with a deep knowledge of capital markets, digital assets and public blockchains.",21X,"Frankfurt am Main, Hesse, Germany",Fintech / Blockchain,Small to Medium,Not specified,Full-time,Remote (up to 100% possible),https://de.indeed.com/viewjob?jk=f61bd39297d88fc6&from=shareddesktop_copy,2025-10-06 09:31:31,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,,,,,,,,,,
Director of API Integrations (Crypto / Blockchain),"Full job description
Caiz

Revolutionizing Islamic Finance with Blockchain Technology

Are you ready to be part of a groundbreaking initiative that combines Islamic finance principles with cutting-edge blockchain technology?

Look no further than Caiz – The First Islamic Ecosystem Built on Blockchain

At Caiz, our mission is clear: to create a Fiqh compliant financial ecosystem that provides our community with fair and easy access to ethical financial products and services. We believe in empowering individuals to build a strong financial future while engaging in long-term economically beneficial behavior.

Our native coin, Caizcoin, that fuels the Caizblockchain. With Caizcoin, you can make seamless payments, store value, and interact with a range of ethical financial products we are developing. The centerpiece of our ecosystem is the innovative Caizapp, giving users complete control over their digital assets.

We are a passionate team reshaping finance, and we are expanding our dynamic workforce. Join us in a collaborative work environment focused on creating a fast and compliant money transfer structure.

Why join Caiz?

Innovative & Purpose-Driven: At Caiz, we combine advanced blockchain technology with the principles of Islamic finance to create an innovative and modern financial system. Join us to be part of a forward-thinking organization that is reshaping the future of finance.
Ethical Impact: As part of Caiz, you'll be working in an organization that prioritizes ethics and integrity in all its operations, ensuring that every solution we offer aligns with the core values ​​of fairness, transparency, and respect.
Growth & Learning Opportunities: At Caiz, we value personal and professional growth. You'll have the opportunity to learn, innovate, and grow within a dynamic, supportive environment, while contributing to the development of ethical financial solutions.
Global Vision, Local Impact: Caiz is focused on creating an inclusive, sustainable financial system that empowers individuals globally. You'll be contributing to a company that has a positive impact on local communities and the global financial landscape.
Collaborative Culture: We believe in teamwork and collaboration. You'll work alongside passionate professionals who are committed to driving change in the crypto and blockchain space, working together to create an ethical financial future.
Secure & Transparent Environment: We emphasize trust and security in all aspects of our operations. As part of Caiz, you'll be part of a transparent organization that values ​​customer trust and ensures the highest security standards in the crypto space.
Tasks

We are seeking a visionary and hands-on Director of API Integrations to lead the strategy, development, and execution of API integration initiatives across Caiz's blockchain infrastructure and ecosystem. This role is critical in ensuring our platforms integrate seamlessly with partners, financial systems, third-party tools, and decentralized applications.

You will oversee the full lifecycle of API integrations — from architecture and security to documentation and partner onboarding — and lead a cross-functional team of engineers to deliver robust and scalable API solutions.

Responsibilities:
Define and execute the API integration strategy aligned with Caiz's ecosystem goals, including banking partners, payment processors, DeFi platforms, wallets, and identity providers.
Lead the design, development, and maintenance of secure, scalable, and well-documented RESTful and WebSocket APIs.
Manage end-to-end API lifecycle: discovery, onboarding, versioning, governance, and retirement.
Collaborate with product, DevOps, and backend teams to ensure seamless cross-platform interoperability.
Establish and enforce API security standards, rate limits, authentication (OAuth2, JWT), and data privacy protocols.
Identify integration opportunities and work closely with business development and partnership teams to support technical onboarding of new partners.
Ensure high reliability, performance, and uptime of all API services through testing, monitoring, and SLAs.
Stay current with industry trends, API-first strategies, and new technologies to continuously improve integration capabilities.
Requirements

Experience:
8+ years of experience in backend development, API architecture, and systems integration.
3+ years in a leadership or director-level role managing API engineering or integration teams.
Proven experience designing and deploying APIs in fintech, crypto, or blockchain environments.
Proficient in RESTful API design, OpenAPI/Swagger, GraphQL (a plus), Webhooks, and microservices.
Strong knowledge of API management platforms (eg, Kong, Postman, Apigee, AWS API Gateway).
Experience with crypto protocols, Web3 integrations, and blockchain data structures.
Familiarity with middleware, authentication protocols (OAuth2, OpenID Connect), and security practices.
Preferred Skills

Experience integrating with banking systems (Open Banking, PSD2 APIs).
Understanding of Layer 1 and Layer 2 blockchain APIs and Web3 frameworks (eg, Web3.js, Ethers.js).
Familiarity with Sharia-compliant finance or Islamic fintech is a strong plus.
Track record of leading API strategies for global, multi-region tech platforms.
Level of studies: Bachelor's or Master's degree in Computer Science, Software Engineering, or a related technical field.

Language Requirements: Fluent in English

Benefits

Benefits at Caiz:
Competitive Financial Compensation: We offer financial benefits that reflect the value of your work and dedication.
Work Flexibility: Enjoy the flexibility to work from home, the office, or even abroad.
Annual Holidays: Generous paid time off to help you maintain a healthy work-life balance.
Relocation Assistance: We provide relocation support for employees moving to new locations.
Professional Development: Opportunities for training, certifications, and career growth.
Employee Recognition: Programs to celebrate and reward your achievements and contributions.
Inclusive & Collaborative Culture: A supportive and diverse work environment where your voice matters.
Diversity, Equality, and Inclusion: We are committed to fostering a workplace that values ​​diversity and promotes equality and inclusion for all employees.
Don't miss this opportunity – apply now and be part of the Caiz revolution.",Caiz,Germany,Fintech / Blockchain,Small to Medium,Not specified,Full-time,Remote,,2025-10-06 09:31:31,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,,,Unknown,,Unknown,,,,,,,,,,,
Blockchain based spectrum sharing researcher,"Full job description
Responsibility：
1.Carry out fundamental study and research on dynamic spectrum sharing technology
2.Study the spectrum resource limitation for various applications
3.Improve the blockchain mechanism for spectrum sharing applications
4.Patents applications and algorithms and protocols design of spectrum sharing technology
5.POC development and real-world trial support
6.Market investigation and business model creation
Requirement：
1. EE or CS PhD with good spoken English
2.Familiar with wireless network communication systems
3.Experience in blockchain system development
4.Familiar with spectrum sharing technologies and standards
5.Matlab or Phython programing capability
Sony Introduction
Sony Group Corporation is a creative entertainment company with a solid foundation of technology. Across its six business segments - Game & Network Services; Music; Pictures; Entertainment, Technology & Services; Imaging & Sensing Solutions; and Financial Services - Sony's purpose is to fill the world with emotion through the power of creativity and technology.
Bring your uniqueness to Sony
We recognize that each and every one of us is original and different. Diversity and inclusion are in our DNA, they drive innovation. We empower our people to achieve one goal: to fill the world with emotion, through the power of creativity and technology.
Disability Accommodation for Applicants
We are committed to creating greater corporate values and better practicing social responsibilities through diversity and various perspectives. We strive to maintain a safe and healthy work environment free from discrimination and harassment, in which individuals can realize their full potential. Sony respects and promotes inclusiveness and diversity of talent by providing equal work opportunities without discrimination based on ethnicity, nationality, religion, gender, age or other factors.",Sony Electronics,"Beijing, China",Electronics / Technology / Research & Development,Large,Not specified,Full-time,On-site,https://cn.indeed.com/viewjob?jk=06edaeca4d7c47f1&from=shareddesktop_copy,2025-10-06 09:31:31,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,,,,,,,,,,
Blockchain Researcher (MJ000311),"About the Job

Position: Blockchain Researcher (MJ000311)
Location: Shanghai, China (On-site)
Type: Full-time
Salary: CN¥20K – CN¥40K/month

Responsibilities

Conduct research on consensus algorithms and economic models for blockchain projects.

Track the latest developments in blockchain frontier technologies.

Develop related ecosystem tools.

Requirements

Solid foundation in computer science and networking, with knowledge in areas such as distributed systems, cryptography, database principles, and network security.

Proficiency in at least one programming language (e.g., JavaScript, Go, Python, Rust).

Familiarity with common Linux commands and tools.

Understanding of mainstream blockchain consensus algorithms, including their principles, strengths, and weaknesses.

Strong interest in the blockchain industry, ability to learn quickly, and capable of reading English technical documentation.

Responsible, detail-oriented, with strong accountability and team spirit.

Preferred Qualifications

Research, development, or hands-on experience with mainstream open-source blockchain projects.

Leadership or participation experience in other large-scale open-source community projects (especially in networking).

Work experience in the blockchain industry.

About the Company

Founded in 2015, Wanxiang Blockchain (part of China Wanxiang Holding Co., Ltd.) has been deeply engaged in the blockchain industry. The ecosystem includes Wanxiang Blockchain Labs, Business Consulting Services, New Chainbase, and Wancloud. Established in early 2017, Shanghai Wanxiang Blockchain Inc. focuses on building industrial solutions with blockchain by integrating resources, constructing platforms, and forming a cutting-edge technical team to drive industrial adoption with technology, capital, and expertise.",Wanxiang Blockchain,"Shanghai, Shanghai, China",Computer Networking Products / Blockchain Technology,201-500 employees,10/01/2024,Full-time,On-site,https://www.linkedin.com/jobs/view/3946338185,2025-10-06 09:31:31,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,,,,,,,,,,
Senior Manager – Blockchain & Digital Assets,"Full job description
Plutoneo Consulting GmbH
Plutoneo is a consulting and service company with a focus on middle and back office asset management. With us, you can expect a diverse range of activities in three exciting business lines: from traditional management consulting to the world of alternative investments and the forward-looking topics surrounding blockchain and digital assets. Plutoneo serves its national and international clients through its three business lines:

Management Consulting:
As business analysts, we optimize our clients' efficiency, organization, and performance. As project managers, we ensure successful project implementation.

Digital Assets:
We support our clients in the strategic evaluation of blockchain technologies and the integration of digital assets.

Alternative Investments:
Our clients value the combination of traditional consulting and expertise in private assets, with a focus on organizational and procedural challenges.

With us, you have the opportunity to work in a respectful environment where your ideas are heard and valued. We offer attractive development opportunities, both professionally and personally. You will be supported by experienced colleagues and can benefit from their knowledge and expertise. We also offer attractive discounts, training opportunities, and benefits.

Your core tasks with us:
Management and strategic control of our clients' projects
Comprehensive business analysis and conception taking into account specific requirements
Independent development and implementation of concepts in the field of blockchain and digital assets
Creating high-quality presentations for decision-makers
Planning, implementation and follow-up of customer workshops at the highest level
Supporting senior management in day-to-day operations
This is what you should bring with you:
Many years of experience in consulting, ideally with a focus on financial institutions or asset managers
In-depth expertise in distributed ledger technology and blockchain
Strong analytical and conceptual skills
High customer orientation and willingness to provide service
Excellent communication skills and team spirit
Willingness to travel, including internationally
We offer you:
A key role in a dynamic and growing team of leading experts in the field of Blockchain & Digital Assets
Advanced technical and technological training and extensive practical experience
An open, trusting environment in the heart of Europe",Plutoneo Consulting GmbH,"Frankfurt am Main, Hesse, Germany",Consulting / Financial Services,Small to Medium,Not specified,Full-time,On-site,https://de.indeed.com/viewjob?jk=bc7e4e2f0395e80e&from=shareddesktop_copy,2025-10-06 09:31:31,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,,,,,,,,,,
Blockchain Engineer,"Full job description
Token Metrics is seeking a multi-talented Smart Contract Engineer to facilitate the operations of our Engineering team. As a Smart Contract Engineer, you will closely collaborate with fellow engineers and product managers to build infrastructure to bring Token Metrics privacy and scalability infrastructure to the Ethereum ecosystem. Examples of work include building a cross-chain bridge for moving assets, and implementing a Solidity smart contract to validate blocks for a private and auditable transaction system on Token Metrics.
Responsibilities
Design, implement, test, and deploy EVM smart contracts
Work with external auditors to evaluate security and safety of smart contracts
Take engineering projects from concept and design to production, while working with engineering leaders and the product team to create sound and realistic roadmaps.
Requirements
3+ years of professional software engineering experience or equivalent blockchain/smart contract development experience
Proficiency developing in Solidity; familiarity with precompiles
Understanding of software engineering and security best practices, in particular smart contract security
Experience interacting with dapps/web3
Experience shipping and taking engineering projects to production.
About Token Metrics

Token Metrics helps crypto investors build profitable portfolios using artificial intelligence-based crypto indices, rankings, and price predictions.

Token Metrics has a diverse set of customers, from retail investors and traders to crypto fund managers, in more than 50 countries.",Token Metrics,"Austin, TX, USA",Cryptocurrency / Blockchain Analytics,Not specified,Not specified,Full-time,Remote,https://www.indeed.com/viewjob?jk=a993647612adfe38&from=shareddesktop_copy,2025-10-06 09:31:31,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,,,,,,,,,,
Senior Blockchain Security Engineer – Ecosystem,"About the job
About ZetaChain

We're building something ambitious at ZetaChain: the first universal blockchain that connects everything—Bitcoin, Ethereum, every chain. We're backed by top investors, live on mainnet, and building the future of blockchain technology. If you're excited about working on big, meaningful problems with a world-class team, you're in the right place.

We are seeking an experienced and dedicated Senior Blockchain Security Engineer to join our Security team and play a crucial role in safeguarding the ZetaChain ecosystem.

Why You Want To Work Here

Impactful Role: Play a pivotal role in shaping the future of a leading blockchain protocol.
Remote Flexibility: Enjoy the freedom and flexibility of a remote work environment, ensuring a work-life balance with quarterly team meet ups to get to know each other in person.
Cutting-Edge Technology: Dive deep into the latest advancements in blockchain technology with ZetaChain's innovative protocol.
Continuous Learning: Stay updated with the rapidly evolving blockchain landscape, ensuring you're always at the forefront of the industry.
Commitment to Open Source: We are committed to supporting open source software and use high quality open source tools internally when possible.

Find out more about our high performance culture.

Job Description

This role is focused on securing the broader ZetaChain ecosystem by working hands-on with independent third-party developer teams — from early-stage grant recipients to established partners — to help them build and maintain secure blockchain applications. These teams are critical to our ecosystem's growth.

The ideal candidate has a strong background in product security, TypeScript/JavaScript/React programming, and Web3 development, along with deep knowledge of wallet security, dApp threat modeling, and account abstraction (EIP-4337). You should be comfortable acting as both a technical expert and a trusted partner to external teams.

Responsibilities

Work directly with external ecosystem developers to advise on smart contract, dApp, and wallet security best practices throughout the development lifecycle
Collaborate with internal and external teams to identify high-risk code changes in both React/TypeScript frontends and smart contracts, participating in security-focused code reviews
Develop and implement innovative security testing methodologies specific to blockchain and DeFi environments
Analyze new and emerging dApp and wallet attack vectors (phishing, session hijacking, malicious npm packages, RPC manipulation) and assess their potential impact on the ZetaChain ecosystem
Lead or coordinate security audits and penetration tests for ecosystem projects, and drive timely remediation of findings
Contribute to and help manage the bug bounty programs by validating and triaging reported vulnerabilities
Create and maintain security guidelines, best practices, and documentation tailored for ecosystem developers

Requirements 

Location:
Hybrid in San Francisco is preferred (2-3 days a week)
Open to fully remote for exceptional candidates that align with US Timezones
3+ years of experience in cybersecurity, with a focus on blockchain and Web3 technologies
2+ years of software development experience working with smart contracts (Ideally Solidity)
Experience with security tools and techniques specific to blockchain environments
Deep familiarity with common attack vectors in Web3, such as flash loan attacks, reentrancy, and oracle manipulation
Strong understanding of Wallet security (EIP-712, SIWE etc), account abstraction (EIP-4337), smart contract vulnerabilities and DeFi-specific risks
Familiarity with tools and frameworks like Foundry, Slither, Tenderly, Wagmi, viem, RainbowKit
Strong analytical and problem-solving skills with attention to detail
Excellent communication skills and ability to explain complex security concepts to both technical and non-technical audiences
Preferred Qualifications

Experience with Ethereum, Ton, Solana, SUI, and other major blockchain protocols
Previous experience auditing code (Solidity, React, Typescript, Rust, Func, etc)
Contributions to open-source blockchain security tools or research
Active participation in bug bounty programs or capture-the-flag (CTF) competitions
Experience implementing and managing automated security testing pipelines
Familiarity with formal verification techniques for smart contracts
Understanding of zero-knowledge proofs and their blockchain applications

In-Office Culture

This is a remote position but we will prioritize applicants based in the Bay Area. Many members of our team work hybrid from our San Francisco office, and we aim for 2 to 3 in-office days per week. We know life happens, whether it's travel, appointments, or family needs and we're flexible when the schedule needs to shift. The company is a mix of fully remote and hybrid team members.

Compensation

Base Salary: $150,000 – $200,000 (San Francisco benchmark)

This range reflects base salaries for roles in the San Francisco market. For candidates in other locations, compensation is adjusted to remain competitive within their local market.

In addition to the base salary, all full-time team members receive an additional 10% to 25% in liquid benefits with upside based on role, experience, and impact. We believe in building together and sharing in the long-term success of the network. Compensation packages are designed to be competitive and aligned with the growth of both the team and the ecosystem.

Let's build the first Universal Blockchain together.",ZetaChain,"San Francisco, California, United States","Private, Software Development",11-50 employees,10/01/2025,Full-time,Remote,https://www.linkedin.com/jobs/view/4308629473/?alternateChannel=search&eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=gGtpGfAxrvcjR9fQbflxfw%3D%3D&trackingId=8WJL%2BYo3kAMCGstYi8IpvQ%3D%3D&trk=d_flagship3_search_srp_jobs,2025-10-06 09:31:31,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,,,,,,,,,,
Senior Blockchain Infrastructure Engineer,"About the job
We are a Series A company filled with veteran game developers and entrepreneurs creating games using blockchain technology. Our vision is simple: we want to work together to create generation-defining games that fundamentally grant power and ownership to the players who play them.

Our team has decades of experience building games at the scale of 100M+ players. Our team hails from Epic Games, Zynga, EA, Riot, Scopely, THQ and Activision, where we led $1b+ franchises like FarmVille and League of Legends. We’ve also been active as founders and investors in crypto since 2013 and are backed by world-class investors, like a16z.

We are a fully remote company, built on a foundation of clear communication, respect, and collaboration. Your expertise can make a lasting impact here at Proof of Play and we’d love to connect with you and learn more.

But, don’t take our word for it - hear directly from our founding team: https://www.beforeyouapply.com/team/early-stage-team-at-proof-of-play

Excited to be adding to our senior engineering team with a Lead Tools/Engine Engineer. Proof of Play is committed to building fully on chain games, and the technical tools to power them, in order to facilitate autonomous worlds, ensure game longevity, and create a more immersive player experience. As a Senior Blockchain Infrastructure Engineer, you will play a key role in the design, development, and implementation of blockchain solutions. You will be responsible for leading the technical aspects of blockchain projects, collaborating with cross-functional teams, and ensuring the successful integration of blockchain technologies into our products and services.

What You'll Do: 

Architect and Design Blockchain Solutions
Lead the architecture and design of scalable and secure blockchain solutions. 
Collaborate with cross-functional teams to define technical requirements
Code and implement smart contracts, consensus algorithms, and other blockchain-related components
Ensure the efficient integration of blockchain solutions with existing systems by engaging with stakeholders regularly
Conduct regular code reviews to maintain code quality and best practices
You'll bring your passion about video games and video game experiences into every conversation with the Proof of Play team
Work with React; Typescript; Next.js/Vite; CSS/SCSS

What You'll Bring:

4+ years Javascript/Typescript development experience with React
2+ years Solidity development experience
Strong understanding of Blockchain design patterns such as: Tokens (ERC721, ERC1155, ERC20), Wallet types (EOAs vs Contract Wallets), and Proxy Contracts (Upgradable Contracts, Diamond Pattern)
Experience with distributed systems design such as microservices
Experience with data modeling with noSQL and SQL databases
Some experience building abstraction layer / api layers for use by frontend developers preferred
Some experience with game development structures like Entity Component Systems (ECS) preferred
Some experience working with Event Driven Design systems (Blockchains, Queue systems like Kafka, rabbitMQ) preferred

Bonus Points:

Strong experience with low-level systems programming with Rust
You are intrigued and excited about NFTs and crypto, and want to build cool things for the community. You embrace challenges and are eager to jump into a market just starting to make an impact in the gaming realm
Ultimately, you’re just a really awesome person who enjoys working with other awesome people and having a blast building impactful products as a team

Benefits and Perks:

Fully Remote
Top tier medical, dental, and vision plans 100% company covered
Laptops + necessary equipment provided
Paid Parental Leave
MyTime flexible vacation policies

Ready to apply? 

Feel free to email us at recruiting@proofofplay.gg with any questions or feedback and we'll get back to you within two (2) days.

A final thought from our founder, Amitt, ""Everyone is a player of games, and we believe that ideally starts with our team. We foster a diverse set of voices and want our team to represent the diversity of those who play our games. We believe that a wide range of perspectives will lead to a more creative and inclusive game culture. This is vital to our business—and it’s at the heart of what we do. Even if you’re new to this realm, we genuinely encourage you to apply. ""

Compensation Range: $170K - $200K",Proof of Play,"New York, NY, United States",Blockchain Services,11-50 employees,10/02/2024,Full-time,Remote,https://www.linkedin.com/jobs/view/3874651241,2025-10-06 09:31:31,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,,,,,,,,,,
Chief Strategy Officer (CSO) Crypto & Blockchain,"Full job description
Caiz


Revolutionizing Islamic Finance with Blockchain Technology

Are you ready to be part of a groundbreaking initiative that combines Islamic finance principles with cutting-edge blockchain technology?


Look no further than Caiz – The first Islamic ecosystem built on blockchain.

At Caiz, our mission is clear: to create a Fiqh compliant financial ecosystem that provides our community with fair and easy access to ethical financial products and services. We believe in empowering individuals to build a strong financial future while engaging in long-term economically beneficial behavior.

Our native coin, Caizcoin, that fuels the Caizblockchain. With Caizcoin, you can make seamless payments, store value, and interact with a range of ethical financial products we are developing. The centerpiece of our ecosystem is the innovative Caizapp, giving users complete control over their digital assets.

We are a passionate team reshaping finance, and we are expanding our dynamic workforce. Join us in a collaborative work environment focused on creating a fast and compliant money transfer structure


Why to Join Caiz?

Innovative & Purpose-Driven : At Caiz, we combine advanced blockchain technology with the principles of Islamic finance to create an innovative and modern financial system. Join us to be part of a forward-thinking organization that is reshaping the future of finance.
Ethical Impact : As part of Caiz, you'll be working in an organization that prioritizes ethics and integrity in all its operations, ensuring that every solution we offer aligns with the core values ​​of fairness, transparency, and respect.
Growth & Learning Opportunities : At Caiz, we value personal and professional growth. You'll have the opportunity to learn, innovate, and grow within a dynamic, supportive environment, while contributing to the development of ethical financial solutions.
Global Vision, Local Impact : Caiz is focused on creating an inclusive, sustainable financial system that empowers individuals globally. You'll be contributing to a company that has a positive impact on local communities and the global financial landscape.
Collaborative Culture : We believe in teamwork and collaboration. You'll work alongside passionate professionals who are committed to driving change in the crypto and blockchain space, working together to create an ethical financial future.
Secure & Transparent Environment : We emphasize trust and security in all aspects of our operations. As part of Caiz, you'll be part of a transparent organization that values ​​customer trust and ensures the highest security standards in the crypto space.

Chief Strategy Officer (CSO) Job Summary:


We are seeking an experienced Chief Strategy Officer (CSO) to drive the strategic vision and long-term growth of our crypto and blockchain ecosystem .

The CSO will be responsible for identifying new business opportunities, partnerships, tokenomics models, and market expansion strategies in the fast-evolving blockchain industry.

The ideal candidate has a deep understanding of crypto markets, DeFi, NFTs, and Web3 technologies , along with expertise in regulatory landscapes and emerging financial trends .


Responsibilities:

Strategic Planning & Market Expansion

Develop and execute long-term business strategies to position the company as a leader in the crypto and blockchain industry .
Identify new revenue streams, partnerships, and investment opportunities in DeFi, NFTs, tokenization, and blockchain-based financial services .
Analyze market trends, competitor strategies, and regulatory developments to ensure proactive decision-making.
Lead geographical expansion strategies , ensuring compliance with local and global regulations.
Tokenomics & Crypto Ecosystem Development

Design and optimize the company's tokenomics model , ensuring sustainability, scalability, and investor confidence.
Oversee the integration of staking, yield farming, governance mechanisms, and decentralized finance (DeFi) protocols .
Collaborate with blockchain developers to enhance token utility and drive ecosystem adoption.
Partnerships & Business Development

Forge strategic partnerships with crypto exchanges, institutional investors, fintech companies, and blockchain innovators .
Leads with regulatory bodies, industry collaborations, and key stakeholders to ensure compliance and market leadership.
Drive M&A opportunities and joint ventures to expand the company's blockchain offerings.
Regulatory & Compliance Strategy

Ensure strategic alignment with global regulatory frameworks (SEC, FATF, MiCA, AML/KYC regulations).
Develop compliance strategies for Shariah-compliant finance , if applicable.
Work closely with legal teams to navigate the evolving crypto regulatory environment.
Innovation & Thought Leadership

Stay ahead of emerging trends in Web3, metaverse, AI-driven finance, and decentralized identity solutions .
Represent the company at industry conferences, summits, and blockchain events to establish thought leadership.
Drive internal innovation programs to foster cutting-edge blockchain solutions.

Requirements

10+ years of experience in strategy, business development, or executive leadership , with at least 5 years in blockchain, crypto, or fintech .
Strong understanding of tokenomics, DeFi, NFTs, and decentralized governance models .
Proven track record of developing partnerships, markets expanding, and driving revenue growth in the crypto industry.
Deep knowledge of crypto regulations, compliance, and financial risk management .
Exceptional leadership, analytical, and strategic thinking skills.

Preferred Skills:

Experience with smart contract development and blockchain infrastructure .
Knowledge of Islamic finance principles (for Shariah-compliant crypto projects).
Familiarity with DAO governance models and Web3 innovations .

Level of studies: Bachelor's or Master's degree in Business, Finance, Economics, or a related field .


Language Requirements: Fluent in English


Benefits at Caiz :

Competitive Financial Compensation : We offer financial benefits that reflect the value of your work and dedication.
Work Flexibility : Enjoy the flexibility to work from home, the office, or even abroad.
Annual Holidays : Generous paid time off to help you maintain a healthy work-life balance.
Relocation Assistance : We provide relocation support for employees moving to new locations.
Professional Development : Opportunities for training, certifications, and career growth.
Employee Recognition : Programs to celebrate and reward your achievements and contributions.
Inclusive & Collaborative Culture : A supportive and diverse work environment where your voice matters.
Diversity, Equality, and Inclusion : We are committed to fostering a workplace that values ​​diversity and promotes equality and inclusion for all employees.

Don't miss this opportunity – apply now and be part of the Caiz revolution.",Caiz,"Frankfurt am Main, Germany",Fintech / Blockchain,Small to Medium,Not specified,Full-time,Hybrid / Home Office,https://de.indeed.com/viewjob?jk=56ed80835a01b989&from=shareddesktop_copy,2025-10-06 09:31:31,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,,,,,,,,,,
Mantle/APAC - Blockchain Engineer (Protocol Engineer),"Full job description
Researching and building blockchain protocols, modules, technologies and algorithms

Preparation of detailed design documents and testing strategies according to requirements

Promoting technical experience sharing within the team

Support the community through the best communications and documentation",byCircle,"Shanghai, China",Blockchain / Technology,Not specified,Not specified,Full-time,On-site,https://cn.indeed.com/viewjob?jk=6321a5eb9645c684&from=shareddesktop_copy,2025-10-06 09:31:31,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,,,,,,,,,,
